"M2","s0","mu","PiAA_LO","PiAA_rho1","alphaOverPi_rho1","relative_shift","virtual_plus_field","integrated_dipoles","real_minus_dipoles","breakdown_closure"
8.,50.,4.18,0.040589387977671115,0.42874591178409627,0.03548325621925793,0.8742003264197491,0.5912759750522727,-0.20871654718018628,0.04618648391200986,0.
8.,52.,4.18,0.04411430449175377,0.4540572116864956,0.037578033836943026,0.851833305996413,0.6359566832701283,-0.23129164715167663,0.049392175568043914,5.551115123125783e-17
8.,54.,4.18,0.04719859100155384,0.4752780392462975,0.03933428163031749,0.8333783020985215,0.6746971445534036,-0.25151879145567607,0.05209968614857004,0.
8.,56.,4.18,0.04986911399962506,0.4929433423274533,0.04079627218974035,0.8180669139228556,0.707977315658772,-0.2693999629509777,0.054365989619659,0.
8.,58.,4.18,0.05216100743179662,0.507561376660361,0.042006069049372395,0.8053155243272024,0.7363419493237535,-0.2850292350138936,0.05624866235050109,-5.551115123125783e-17
