M2,s0,AA_G2OverPert,AB_G2OverPert,BB_G2OverPert,MaxAbsG2OverPert,AA_G3OverPert,AB_G3OverPert,BB_G3OverPert,MaxAbsG3OverPert,AA_G3OverG2,AB_G3OverG2,BB_G3OverG2,MaxAbsG3OverG2,ThetaPertDeg,ThetaPertG2FullDeg,ThetaTotalFullDeg,DeltaThetaG2FullDeg,DeltaThetaG3FullDeg,DeltaThetaTotalFullDeg
7.,53.,0.06934664353755654,-0.04950905252381532,0.08564924829720394,0.08564924829720394,0.02572398847063931,-0.029463478563051614,0.020826067164437505,0.029463478563051614,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,42.97371858593695,43.02322322566804,42.81021409920268,0.049504639731090094,-0.21300912646535863,-0.16350448673426854
7.,54.,0.06755301847026939,-0.04820090430611635,0.08295206511228605,0.08295206511228605,0.02505864710445543,-0.02868498261120669,0.020170232825191762,0.02868498261120669,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.07714203764297,43.130536034501525,42.92684300594846,0.05339399685855284,-0.2036930285530616,-0.15029903169450876
7.,55.,0.06599299852735965,-0.047062853775060844,0.08059628537693424,0.08059628537693424,0.024479961057399035,-0.028007713996355012,0.01959741253816702,0.028007713996355012,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.174846929778745,43.23176838566884,43.03624177492955,0.056921455890098116,-0.195526610739293,-0.1386051548491949
8.,53.,0.03272021652938693,-0.023330425980124768,0.039972994192471877,0.039972994192471877,0.012137494041841097,-0.013884238754147252,0.009719644694689823,0.013884238754147252,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.16969131325958,43.1970976935966,43.103473603362175,0.027406380337019698,-0.09362409023442098,-0.06621770989740128
8.,54.,0.031688330507403266,-0.022579813470657076,0.03845609625382984,0.03845609625382984,0.011754718138373676,-0.01343753952533003,0.009350802947916582,0.01343753952533003,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.289447927854305,43.31873332754599,43.22988064994687,0.02928539969168753,-0.08885267759912097,-0.059567277907433436
8.,55.,0.030785024606193145,-0.021922683207755055,0.03712490234524062,0.03712490234524062,0.011419638754530026,-0.01304647279253742,0.009027116117029657,0.01304647279253742,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.40382521181905,43.43481671493436,43.350171607798174,0.030991503115309627,-0.08464510713618267,-0.05365360402087305
9.,53.,0.01811468335839112,-0.012903630393482066,0.021944112683312422,0.021944112683312422,0.006719602883276821,-0.0076791176179552105,0.005335826918419887,0.0076791176179552105,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.32213038900098,43.339131075535285,43.289306427932914,0.017000686534302645,-0.04982464760237093,-0.032823961068068286
9.,54.,0.017453235416304096,-0.012423454310196218,0.020988662871890572,0.020988662871890572,0.00647424018988331,-0.0073933586099520325,0.005103504249622218,0.0073933586099520325,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.45507376349869,43.47311527318478,43.426167368928226,0.01804150968609264,-0.04694790425655526,-0.028906394570462624
9.,55.,0.016872013109247894,-0.01200154318804073,0.020148154601337218,0.020148154601337218,0.006258637023487883,-0.007142273835159351,0.004899130223663828,0.007142273835159351,0.37094785210055325,0.5951129553303168,0.2431552824862023,0.5951129553303168,43.583017692466434,43.602001668563915,43.55759654584883,0.018983976097480593,-0.04440512271508368,-0.025421146617603085
