Quantity,Value
Count,1000
MeanDeg,43.3013422602028
GaussianSigmaDeg,0.15156465490834856
SampleSigmaDeg,0.15164049411995376
MedianDeg,43.307183443563915
Quantile16Deg,43.14256002770301
Quantile84Deg,43.459850814271775
MinDeg,42.89187238490538
MaxDeg,43.67649177291209
GaussianFit,"NormalDistribution[43.3013422602028, 0.15156465490834856]"
